intake_id,analysis_team,assigned_to,assigned_specialist,tester_completed_by,status,received_on,specialist_assigned_on,actual_start,delivered_on,actual_end,effort_level,project_flag,total_tat_days,assignment_tat_days,pre_work_tat_days,execution_tat_days,closure_tat_days,primary_employee,employee_id,employee_type,active_status,effort_score,project_score,team_median_tat,team_tat_score,complexity_weight_raw,complexity_weight,month,avg_concurrent_requests,employee_median_tat,relative_tat,effectiveness_score
REQ-10309,Team F,E024,E024,E016,Completed,2024-02-05,2024-02-06 14:05:59.882091,2024-02-10 10:30:45.480463,2024-02-23 05:28:45.321584,2024-02-23 10:16:45.321584000,Low,1,18.42830233314815,1.5874986353125,3.850527758935185,12.790275938900463,0.2,E024,E024,FTE,Active,1,4,10.083046207471064,2.625,7.625,7.521739130434782,2024-02,1.368421052631579,9.16785634474537,0.9092347844198532,11.320405196615084
REQ-10310,Team D,E014,E014,E014,Completed,2025-12-19,2025-12-19 04:48:00.000000,2025-12-21 21:03:32.018231,2025-12-24 23:36:25.668980,2025-12-26 03:51:37.611073000,High,1,7.160851980011574,0.2,2.677453914710648,3.106176513298611,1.1772215520023148,E014,E014,Shared Contractor,Active,3,4,7.707467308356481,1.875,8.875,8.826086956521738,2025-12,1.7647058823529411,7.758753411741898,1.006654079911544,15.472492369673914
REQ-10311,Team A,E010,E009,E014,Completed,2024-05-12,2024-05-15 16:00:48.171253,2024-05-19 14:35:09.795868,2024-05-28 17:30:12.455033,2024-05-31 00:18:13.752341000,High,0,19.012659170613425,3.6672242043171295,3.9405280626736108,9.121558555150463,2.2833483484722223,E010,E010,Dedicated Contractor,Inactive,3,0,6.8314159208854175,1.5,4.5,4.260869565217391,2024-05,1.5,8.140595107465277,1.1916409719070622,5.3634479667123705
REQ-10312,Team F,E024,E024,E024,Completed,2024-06-18,2024-06-20 15:56:04.989460,2024-06-22 20:20:26.914512,2024-07-02 11:09:39.172037,2024-07-03 15:59:27.711517000,Medium,0,15.666292957372686,2.6639466372685185,2.1835870955092593,9.617502980613427,1.2012562439814816,E024,E024,FTE,Active,2,0,10.083046207471064,2.625,4.625,4.391304347826087,2024-06,1.368421052631579,9.16785634474537,0.9092347844198532,6.609022687041177
REQ-10313,Team B,E011,E011,E022,Completed,2025-10-30,2025-10-30 04:48:00.000000,2025-10-31 23:48:17.582231,2025-11-14 08:13:25.556318,2025-11-16 01:24:42.215168000,High,0,17.058821934814816,0.2,1.7918701647106483,13.350786737118055,1.7161650329861111,E011,E011,FTE,Active,3,0,13.013392610353009,3.0,6.0,5.826086956521739,2025-10,1.875,7.933169563703704,0.6096157859244442,17.919340830245776
REQ-10314,Team B,E023,E023,E023,Completed,2024-03-16,2024-03-19 03:48:21.559935,2024-03-20 20:42:20.097665,2024-03-31 10:22:09.485694,2024-04-02 08:46:08.035638000,Low,0,17.365370782847222,3.158582869618056,1.7041497422453704,10.569321620706019,1.9333165502777778,E023,E023,Dedicated Contractor,Inactive,1,0,13.013392610353009,3.0,4.0,3.739130434782609,2024-03,1.5333333333333334,8.214409807175926,0.6312273865187794,9.082833628231313
REQ-10315,Team B,E022,E022,E005,Completed,2024-05-03,2024-05-05 05:20:56.732359,2024-05-05 12:32:56.732359,2024-05-18 20:09:35.227782,2024-05-19 11:16:34.656476000,Low,0,16.469845561064815,2.222878846747685,0.3,13.317112215543983,0.6298544987731481,E022,E022,FTE,Active,1,0,13.013392610353009,3.0,4.0,3.739130434782609,2024-05,1.45,8.140595107465277,0.6255551762104602,8.667083794716625
REQ-10316,Team F,E004,E004,E004,Completed,2025-03-30,2025-03-30 04:48:00.000000,2025-03-30 12:00:00.000000,2025-04-13 16:58:42.193212,2025-04-14 14:07:42.193774000,High,1,15.588682798310186,0.2,0.3,14.207432791805555,0.8812500065046296,E004,E004,Dedicated Contractor,Active,3,4,10.083046207471064,2.625,9.625,9.608695652173912,2025-03,1.4666666666666666,8.764955488929399,0.8692765369293833,16.21204878365795
REQ-10317,Team E,E015,E015,E016,Completed,2024-08-15,2024-08-17 10:44:08.932830,2024-08-21 02:37:59.064749,2024-08-24 22:34:24.446811,2024-08-25 03:22:24.446811000,Low,1,10.140560726979167,2.4473256114583335,3.662385786099537,3.830849329421296,0.2,E015,E015,Dedicated Contractor,Active,1,4,5.667382061608796,0.75,5.75,5.565217391304348,2024-08,1.9230769230769231,7.765345489652778,1.3701821061713342,7.810889580968936
REQ-10319,Team B,E003,E003,E002,Completed,2025-03-29,2025-03-29 14:42:53.461763,2025-03-31 09:29:18.239111,2025-04-13 09:06:11.262305,2025-04-14 17:47:52.650106000,Low,0,16.741581598449073,0.6131187704050926,1.7822312193055556,12.983947027708332,1.3622845810300925,E003,E003,FTE,Active,1,0,13.013392610353009,3.0,4.0,3.739130434782609,2025-03,1.65,7.23879358712963,0.5562572193027276,11.091209252303994
REQ-10320,Team D,E007,E007,E007,Completed,2024-04-02,2024-04-02 04:48:00.000000,2024-04-05 08:58:36.407820,2024-04-13 16:01:48.485972,2024-04-14 21:32:23.296584000,High,0,12.897491858611112,0.2,3.174032497916667,8.293889793425926,1.2295695672685185,E007,E007,Dedicated Contractor,Active,3,0,7.707467308356481,1.875,4.875,4.6521739130434785,2024-04,1.631578947368421,7.888772195081018,1.0235232767744555,7.415941765329223
REQ-10321,Team A,E012,E008,E012,Completed,2025-09-20,2025-09-21 01:36:05.895923,2025-09-22 07:53:46.481730,2025-09-26 16:50:38.928368,2025-09-29 02:53:39.512884000,Medium,0,9.120596213935185,1.0667349065162037,1.2622752986921295,4.372829243495371,2.4187567652314814,E012,E012,Dedicated Contractor,Active,2,0,6.8314159208854175,1.5,3.5,3.217391304347826,2025-09,1.6363636363636365,6.084542629635417,0.8906707921315968,5.91107531637736
REQ-10322,Team C,E019,E019,E013,Completed,2025-01-07,2025-01-08 18:48:04.866423,2025-01-10 20:02:45.029516,2025-01-19 11:23:02.477852,2025-01-22 08:31:39.256686000,Medium,0,15.355315470902777,1.783389657673611,2.051853739502315,8.639090837222222,2.8809812365046295,E019,E019,FTE,Active,2,0,8.919905509016203,2.25,4.25,4.0,2025-01,1.6,8.140595107465277,0.9126324375562944,7.012680830342747
REQ-10323,Team A,E011,E011,E010,Completed,2024-11-18,2024-11-18 08:28:25.069169,2024-11-20 11:17:04.409609,2024-11-23 01:49:34.979948,2024-11-25 15:04:14.968200000,High,0,7.627951020833334,0.35306793019675925,2.117121995833333,2.605909378923611,2.55185171587963,E011,E011,FTE,Active,3,0,6.8314159208854175,1.5,4.5,4.260869565217391,2024-11,1.875,7.933169563703704,1.1612774943844275,6.879604981079482
REQ-10324,Team A,E006,E006,E006,Completed,2025-08-21,2025-08-21 17:22:33.111828,2025-08-22 00:34:33.111828,2025-08-29 13:43:01.258142,2025-08-31 12:50:02.851513000,High,0,10.534755225844908,0.7239943498611111,0.3,7.547547989745371,1.963212886238426,E006,E006,FTE,Active,3,0,6.8314159208854175,1.5,4.5,4.260869565217391,2025-08,1.6842105263157894,7.964227698483796,1.1658238629762065,6.15547648396709
REQ-10325,Team G,E002,E002,E018,Completed,2024-03-31,2024-04-01 11:26:08.803428,2024-04-03 13:31:05.610291,2024-04-06 09:56:20.563054,2024-04-08 16:25:55.754240000,Medium,1,8.684673081481481,1.4764907804166667,2.086768597951389,2.8508675088310187,2.2705461942824074,E002,E002,Shared Contractor,Active,2,4,5.228315591921296,0.375,6.375,6.217391304347826,2024-03,1.7333333333333334,8.045015769618056,1.5387395095370824,7.003662106164426
REQ-10326,Team A,E009,E009,E006,Completed,2024-08-26,2024-08-29 06:30:17.397287,2024-08-31 12:31:12.384995,2024-09-03 09:07:58.929187,2024-09-05 09:54:29.229976000,Low,0,10.412838309907407,3.2710346908217596,2.2506364318055554,2.8588720392592593,2.0322951480208333,E009,E009,FTE,Active,1,0,6.8314159208854175,1.5,2.5,2.1739130434782608,2024-08,1.75,8.168770140862268,1.1957653048013386,3.1815171512431535
REQ-10327,Team F,E008,E008,E013,Completed,2024-04-15,2024-04-17 05:36:12.052654,2024-04-18 17:18:56.362498,2024-04-28 06:28:06.901958,2024-04-29 20:50:34.384503000,Medium,0,14.868453524340277,2.2334728316435184,1.4880128454166668,9.548038651157407,1.5989291961226852,E008,E008,FTE,Active,2,0,10.083046207471064,2.625,4.625,4.391304347826087,2024-04,1.9285714285714286,9.410966931585648,0.9333456118263708,9.073749307940552
REQ-10328,Team E,E008,E008,E008,Completed,2024-09-02,2024-09-04 09:41:56.011717,2024-09-05 20:05:51.287291,2024-09-11 11:54:46.448346,2024-09-11 19:31:27.090836000,High,0,9.813507995787038,2.404120505983796,1.433278652476852,5.658971771469907,0.31713706585648144,E008,E008,FTE,Active,3,0,5.667382061608796,0.75,3.75,3.4782608695652173,2024-09,1.9285714285714286,9.410966931585648,1.6605492323053588,4.039672178131447
REQ-10329,Team D,E011,E011,E003,Completed,2024-04-13,2024-04-14 20:06:10.914380,2024-04-16 15:42:48.235621,2024-04-25 06:01:05.017893,2024-04-27 03:57:16.007147000,High,0,14.164768601238425,1.8376263238425927,1.817098625474537,8.596027572592593,1.9140160793287035,E011,E011,FTE,Active,3,0,7.707467308356481,1.875,4.875,4.6521739130434785,2024-04,1.875,7.933169563703704,1.0292835825722562,8.474657747049196
REQ-10330,Team E,E019,E019,E019,Completed,2025-09-11,2025-09-12 19:36:18.869047,2025-09-13 15:48:04.593883,2025-09-19 08:31:14.593827,2025-09-20 07:32:58.200969000,Medium,0,9.314562511215279,1.8168850584143517,0.841501444861111,5.6966435178703705,0.9595324900694444,E019,E019,FTE,Active,2,0,5.667382061608796,0.75,2.75,2.4347826086956523,2025-09,1.6,8.140595107465277,1.4363942679301933,2.712105068148578
REQ-10331,Team D,E020,E020,E020,Completed,2025-01-28,2025-01-29 15:14:13.379520,2025-01-30 16:15:58.104406,2025-02-09 10:21:48.011079,2025-02-10 15:15:18.018169000,Low,1,13.635625210289353,1.6348770777777777,1.0428787602546297,9.754049845752315,1.2038195265046296,E020,E020,Shared Contractor,Active,1,4,7.707467308356481,1.875,6.875,6.739130434782608,2025-01,1.55,9.131754784027779,1.1847931906408578,8.816435017036993
REQ-10332,Team G,E017,E017,E017,Completed,2024-10-04,2024-10-05 06:04:17.104713,2024-10-07 07:33:28.314538,2024-10-10 01:53:45.724464,2024-10-10 06:41:45.724464000,Low,0,6.279001440555556,1.2529757489930555,2.061935298900463,2.764090392662037,0.2,E017,E017,FTE,Active,1,0,5.228315591921296,0.375,1.375,1.0,2024-10,1.8235294117647058,8.315835871724538,1.5905382384670934,1.1464857415324774
REQ-10333,Team D,E021,E021,E021,Completed,2024-12-20,2024-12-20 16:54:48.627172,2024-12-21 00:06:48.627172,2024-12-29 20:12:27.163255,2024-12-31 13:48:20.044587000,Medium,0,11.575231997534722,0.7047294811574074,0.3,8.837251575034722,1.7332509413425925,E021,E021,FTE,Active,2,0,7.707467308356481,1.875,3.875,3.608695652173913,2024-12,1.3888888888888888,8.552927192233795,1.1096936062201213,4.5166316779622715
REQ-10334,Team A,E016,E016,E016,Completed,2024-05-01,2024-05-01 04:48:00.000000,2024-05-02 20:38:27.583036,2024-05-09 16:54:23.173547,2024-05-11 02:17:19.985716000,Medium,0,10.095370205046295,0.2,1.660041470324074,6.84439340869213,1.3909353260300925,E016,E016,FTE,Active,2,0,6.8314159208854175,1.5,3.5,3.217391304347826,2024-05,1.7333333333333334,8.140595107465277,1.1916409719070622,4.679942806328618
REQ-10335,Team B,E021,E021,E021,Completed,2024-01-16,2024-01-19 05:27:19.183475,2024-01-20 20:09:44.355793,2024-02-06 02:37:46.137232,2024-02-06 07:25:46.137232000,Low,1,21.309561773518517,3.227305364293982,1.612791346273148,16.26946506295139,0.2,E021,E021,FTE,Active,1,4,13.013392610353009,3.0,8.0,7.913043478260869,2024-01,1.3888888888888888,8.552927192233795,0.6572403867558242,16.72194585987045
REQ-10336,Team A,E017,E017,E017,Completed,2025-01-08,2025-01-09 07:58:54.159131,2025-01-11 01:41:56.642984,2025-01-18 17:34:23.068528,2025-01-19 10:26:40.741234000,Medium,0,11.435193764282406,1.3325712862384258,1.7382231927430556,7.6614169623148145,0.7029823229861111,E017,E017,FTE,Active,2,0,6.8314159208854175,1.5,3.5,3.217391304347826,2025-01,1.8235294117647058,8.315835871724538,1.2172931597241594,4.819716290826562
REQ-10337,Team B,E003,E003,E003,Completed,2024-10-03,2024-10-04 21:53:07.875268,2024-10-07 06:09:20.521616,2024-10-25 19:29:47.872643,2024-10-27 20:40:33.050274000,Low,0,24.861493637430556,1.9118967044907407,2.344590814212963,18.555872118368054,2.049134000358796,E003,E003,FTE,Active,1,0,13.013392610353009,3.0,4.0,3.739130434782609,2024-10,1.65,7.23879358712963,0.5562572193027276,11.091209252303994
REQ-10338,Team A,E019,E011,E021,Completed,2024-12-01,2024-12-01 23:42:11.932334,2024-12-03 18:51:40.085101,2024-12-11 16:10:20.150036,2024-12-13 11:43:01.804617000,Low,0,12.488215331215278,0.9876381057175926,1.7982425088773146,7.887963714525464,1.8143710020949075,E019,E019,FTE,Active,1,0,6.8314159208854175,1.5,2.5,2.1739130434782608,2024-12,1.6,8.140595107465277,1.1916409719070622,2.918883247190406
REQ-10339,Team E,E015,E015,E011,Completed,2024-04-07,2024-04-08 12:34:31.643165,2024-04-11 02:24:15.836228,2024-04-12 23:03:13.356019,2024-04-13 19:08:18.652100000,Medium,0,6.7974381030092585,1.5239773514467592,2.5762059382291667,1.8603879605439815,0.8368668527893518,E015,E015,Dedicated Contractor,Active,2,0,5.667382061608796,0.75,2.75,2.4347826086956523,2024-04,1.9230769230769231,7.765345489652778,1.3701821061713342,3.4172641916739095
REQ-10340,Team A,E006,E006,E005,Completed,2025-01-14,2025-01-14 13:19:51.527993,2025-01-16 19:20:46.515701,2025-01-22 06:10:44.059599,2025-01-22 22:42:03.220889000,Medium,0,8.945870612141203,0.5554574999189815,2.2506364318055554,5.451360461782407,0.6884162186342592,E006,E006,FTE,Active,2,0,6.8314159208854175,1.5,3.5,3.217391304347826,2025-01,1.6842105263157894,7.964227698483796,1.1658238629762065,4.648012855240456
REQ-10341,Team A,E006,E006,E018,Completed,2025-07-17,2025-07-18 23:18:58.424964,2025-07-21 17:15:06.599732,2025-07-27 07:38:08.551821,2025-07-28 07:36:39.288719000,High,0,11.317121397210647,1.9715095481944445,2.7473168375925927,5.599328149178241,0.9989668622453705,E006,E006,FTE,Active,3,0,6.8314159208854175,1.5,4.5,4.260869565217391,2025-07,1.6842105263157894,7.964227698483796,1.1658238629762065,6.15547648396709
REQ-10342,Team B,E024,E021,E004,Completed,2025-05-05,2025-05-07 03:13:37.349538,2025-05-10 06:43:12.612879,2025-05-23 09:11:30.526707,2025-05-24 11:24:56.850450000,Medium,0,19.475657991319444,2.1344600640972224,3.1455470294097223,13.10298511375,1.0926657840625,E024,E024,FTE,Active,2,0,13.013392610353009,3.0,5.0,4.782608695652174,2025-05,1.368421052631579,9.16785634474537,0.704493948599671,9.28982064166498
REQ-10343,Team A,E012,E012,E012,Completed,2024-10-07,2024-10-09 15:03:02.773028,2024-10-12 01:09:31.345838,2024-10-15 05:34:49.940750,2024-10-16 21:38:21.671494000,Medium,1,9.901639716365741,2.6271154285648146,2.421164037152778,3.1842429966666668,1.6691172539814816,E012,E012,Dedicated Contractor,Active,2,4,6.8314159208854175,1.5,7.5,7.391304347826087,2024-10,1.6363636363636365,6.084542629635417,0.8906707921315968,13.579497348434474
REQ-10344,Team E,E018,E018,E018,Completed,2024-05-01,2024-05-02 19:36:18.869047,2024-05-03 21:42:33.416612,2024-05-07 22:27:41.260545,2024-05-09 21:52:33.087188000,Low,0,8.911494064675926,1.8168850584143517,1.0876683745949074,4.031340786261574,1.9755998454050927,E018,E018,Dedicated Contractor,Active,1,0,5.667382061608796,0.75,1.75,1.391304347826087,2024-05,1.8,8.140595107465277,1.4363942679301933,1.7434961152383717
REQ-10345,Team B,E018,E018,E018,Completed,2025-08-29,2025-08-30 19:36:18.869047,2025-09-02 09:21:49.987207,2025-09-15 12:26:26.861880,2025-09-16 13:02:01.589501000,Medium,0,18.54307395255787,1.8168850584143517,2.573276830555556,13.128204567974539,1.024707495613426,E018,E018,Dedicated Contractor,Active,2,0,13.013392610353009,3.0,5.0,4.782608695652174,2025-08,1.8,8.140595107465277,0.6255551762104602,13.761688783912525
REQ-10346,Team B,E008,E008,E008,Completed,2025-08-01,2025-08-02 01:41:07.415534,2025-08-04 06:58:59.949784,2025-08-15 06:32:21.486086,2025-08-15 11:20:21.486086000,Low,0,14.472470903773148,1.0702247168287038,2.2207469241898146,10.98149926275463,0.2,E008,E008,FTE,Active,1,0,13.013392610353009,3.0,4.0,3.739130434782609,2025-08,1.9285714285714286,9.410966931585648,0.723175517205145,9.971549026013266
REQ-10347,Team B,E023,E023,E001,Completed,2025-05-20,2025-05-21 17:10:48.939690,2025-05-23 21:13:41.515550,2025-06-03 16:40:46.981742,2025-06-05 12:38:26.407461000,Medium,0,16.52669453079861,1.715844209375,2.1686640724537036,10.810479932777778,1.8317063161921294,E023,E023,Dedicated Contractor,Inactive,2,0,13.013392610353009,3.0,5.0,4.782608695652174,2025-05,1.5333333333333334,8.214409807175926,0.6312273865187794,11.617577896574934
REQ-10348,Team G,E013,E011,E004,Completed,2025-02-19,2025-02-20 13:53:41.931150,2025-02-22 21:01:32.902480,2025-02-27 10:53:34.023815,2025-03-02 20:49:16.641805000,Medium,0,11.867553724594908,1.5789575364583333,2.297117723726852,4.57779075619213,3.4136877082175925,E013,E013,Shared Contractor,Active,2,0,5.228315591921296,0.375,2.375,2.0434782608695654,2025-02,1.6923076923076923,7.271221182193287,1.3907387674586158,2.4865877480732674
REQ-10349,Team D,E014,E014,E014,Completed,2025-06-20,2025-06-21 09:01:47.163473,2025-06-22 22:35:42.192923,2025-06-25 13:18:31.482577,2025-06-26 18:58:15.648527000,Low,0,6.790458894988426,1.376240317974537,1.5652202482638888,2.6130704821064814,1.2359278466435184,E014,E014,Shared Contractor,Active,1,0,7.707467308356481,1.875,2.875,2.5652173913043477,2025-06,1.7647058823529411,7.758753411741898,1.006654079911544,4.496931279855965
REQ-10350,Team A,E012,E012,E012,Completed,2024-01-08,2024-01-10 05:09:58.103571,2024-01-11 16:12:15.080267,2024-01-12 20:47:24.615264,2024-01-13 01:35:24.615264000,High,1,5.066257121111112,2.215255828368056,1.4599187117592591,1.1910825809837962,0.2,E012,E012,Dedicated Contractor,Active,3,4,6.8314159208854175,1.5,8.5,8.434782608695652,2024-01,1.6363636363636365,6.084542629635417,0.8906707921315968,15.496602856448753
REQ-10351,Team D,E008,E008,E003,Completed,2024-12-28,2024-12-30 06:59:08.106154,2025-01-02 21:00:15.751978,2025-01-12 09:36:55.208131,2025-01-13 17:59:31.564050000,High,0,16.74967088020833,2.2910660434490744,3.584116271111111,9.5254566684375,1.349031897210648,E008,E008,FTE,Active,3,0,7.707467308356481,1.875,4.875,4.6521739130434785,2024-12,1.9285714285714286,9.410966931585648,1.2210193770633606,7.347999432260789
REQ-10352,Team G,E007,E007,E007,Completed,2025-03-28,2025-03-31 10:10:23.663379,2025-04-03 03:50:51.687612,2025-04-08 15:46:57.323155,2025-04-08 20:34:57.323155000,Low,0,11.857607906886575,3.4238849928125,2.736435465659722,5.497287448414352,0.2,E007,E007,Dedicated Contractor,Active,1,0,5.228315591921296,0.375,1.375,1.0,2025-03,1.631578947368421,7.888772195081018,1.5088553964245415,1.081335528397679
REQ-10353,Team E,E018,E018,E018,Completed,2025-09-20,2025-09-20 14:00:07.418523,2025-09-21 05:07:07.131890,2025-09-28 08:11:31.303637,2025-09-29 20:33:56.258258000,Low,0,9.856901137245371,0.5834191958680556,0.629857793599537,7.128057543368055,1.5155666044097222,E018,E018,Dedicated Contractor,Active,1,0,5.667382061608796,0.75,1.75,1.391304347826087,2025-09,1.8,8.140595107465277,1.4363942679301933,1.7434961152383717
REQ-10354,Team H,E011,E011,E011,Completed,2024-04-08,2024-04-10 17:36:07.356928,2024-04-11 00:48:07.356928,2024-04-17 21:55:57.619913,2024-04-19 00:12:34.691467000,Medium,1,11.00873485494213,2.733418482962963,0.3,6.880442858622685,1.0948735133564813,E011,E011,FTE,Active,2,4,5.812891981689815,1.125,7.125,7.0,2024-04,1.875,7.933169563703704,1.3647543406436258,9.617115409803478
REQ-10355,Team C,E016,E023,E016,Completed,2025-05-24,2025-05-24 19:31:17.555818,2025-05-28 04:55:35.308843,2025-06-03 21:36:16.210420,2025-06-05 20:35:44.088168000,Low,1,12.858149168611112,0.8133976367824073,3.3918721414930553,6.694917842326389,1.9579615480092591,E016,E016,FTE,Active,1,4,8.919905509016203,2.25,7.25,7.130434782608695,2025-05,1.7333333333333334,8.140595107465277,0.9126324375562944,13.542604647002477
REQ-10356,Team B,E003,E003,E003,Completed,2024-06-14,2024-06-16 12:06:42.113117,2024-06-19 04:43:10.453894,2024-07-03 03:18:54.880096,2024-07-05 03:59:01.520021000,Medium,1,21.16598981505787,2.5046540870023146,2.6919946849189818,13.941486414375,2.027854628761574,E003,E003,FTE,Active,2,4,13.013392610353009,3.0,9.0,8.956521739130434,2024-06,1.65,7.23879358712963,0.5562572193027276,26.56731518575142
REQ-10357,Team E,E004,E004,E004,Completed,2025-01-07,2025-01-08 21:00:36.092962,2025-01-09 15:22:20.794028,2025-01-15 09:08:10.977979,2025-01-16 02:01:36.070504000,Medium,0,9.084445260462962,1.8754177426157408,0.7651007067824074,5.740164166099537,0.7037626449652777,E004,E004,Dedicated Contractor,Active,2,0,5.667382061608796,0.75,2.75,2.4347826086956523,2025-01,1.4666666666666666,8.764955488929399,1.5465616035142151,2.3090024248884053
REQ-10360,Team E,E007,E007,E007,Completed,2024-09-20,2024-09-21 23:47:57.001523,2024-09-25 20:52:11.508100,2024-10-03 06:19:48.627273,2024-10-03 19:44:17.070448000,High,0,13.822419796851852,1.9916319620717595,3.8779456779745374,7.39417962005787,0.5586625367476852,E007,E007,Dedicated Contractor,Active,3,0,5.667382061608796,0.75,3.75,3.4782608695652173,2024-09,1.631578947368421,7.888772195081018,1.3919605400384172,4.077024488123318
REQ-10361,Team D,E018,E018,E022,Completed,2025-06-19,2025-06-19 23:37:22.560042,2025-06-22 05:38:17.547750,2025-06-26 02:48:19.025097,2025-06-27 11:56:50.684849000,Low,0,8.49780885241898,0.9842888893749999,2.2506364318055554,3.8819615433680554,1.3809219878703705,E018,E018,Dedicated Contractor,Active,1,0,7.707467308356481,1.875,2.875,2.5652173913043477,2025-06,1.8,8.140595107465277,1.056195865876615,4.371718782022983
REQ-10362,Team A,E004,E004,E004,Completed,2025-08-12,2025-08-14 03:04:08.125095,2025-08-15 04:48:01.086773,2025-08-25 21:05:00.817242,2025-08-26 17:58:28.108492000,Medium,0,14.74893644087963,2.1278718182291665,1.0721407601620372,10.678469102650462,0.8704547598379629,E004,E004,Dedicated Contractor,Active,2,0,6.8314159208854175,1.5,3.5,3.217391304347826,2025-08,1.4666666666666666,8.764955488929399,1.2830364291145921,3.6778695231331504
REQ-10363,Team E,E002,E002,E012,Completed,2025-06-16,2025-06-18 01:18:22.445922,2025-06-19 09:12:53.225003,2025-06-21 23:28:38.359210,2025-06-22 04:16:38.359210000,Low,0,6.178221750115741,2.0544264574305555,1.3295229060300926,2.5942723866550925,0.2,E002,E002,Shared Contractor,Active,1,0,5.667382061608796,0.75,1.75,1.391304347826087,2025-06,1.7333333333333334,8.045015769618056,1.419529455075122,1.6988687302518344
REQ-10364,Team G,E017,E001,E022,Completed,2024-11-17,2024-11-19 11:06:32.005161,2024-11-21 18:26:56.519405,2024-11-26 01:54:19.256433,2024-11-26 09:29:32.129465000,Medium,0,9.395510757696758,2.4628704301041666,2.3058392852314813,4.310679826712963,0.31612121564814816,E017,E017,FTE,Active,2,0,5.228315591921296,0.375,2.375,2.0434782608695654,2024-11,1.8235294117647058,8.315835871724538,1.5905382384670934,2.3428186892185408
REQ-10365,Team E,E015,E015,E015,Completed,2024-12-27,2024-12-28 05:24:53.356280,2024-12-30 21:27:55.384350,2025-01-03 16:14:00.012265,2025-01-03 21:02:00.012265000,Medium,1,7.876389030844908,1.2256175495370372,2.6687734730324073,3.781998008275463,0.2,E015,E015,Dedicated Contractor,Active,2,4,5.667382061608796,0.75,6.75,6.608695652173913,2024-12,1.9230769230769231,7.765345489652778,1.3701821061713342,9.275431377400611
REQ-10366,Team D,E024,E024,E024,Completed,2024-08-31,2024-09-01 23:31:04.601529,2024-09-05 08:28:08.583070,2024-09-13 01:07:31.552518,2024-09-13 20:57:02.609124000,Medium,1,13.872946864861111,1.9799143695486112,3.37296274931713,7.694015850092592,0.8260538959027778,E024,E024,FTE,Active,2,4,7.707467308356481,1.875,7.875,7.782608695652174,2024-08,1.368421052631579,9.16785634474537,1.1894771625960097,8.95341744963045
REQ-10367,Team A,E018,E018,E012,Completed,2024-11-11,2024-11-11 07:30:46.648998,2024-11-11 14:42:46.648998,2024-11-20 12:17:09.319211,2024-11-24 01:23:39.680351000,Low,0,13.058098152210649,0.31303991895833333,0.3,8.898873497835648,3.5461847354166665,E018,E018,Dedicated Contractor,Active,1,0,6.8314159208854175,1.5,2.5,2.1739130434782608,2024-11,1.8,8.140595107465277,1.1916409719070622,3.283743653089207
REQ-10368,Team E,E018,E018,E010,Completed,2025-07-24,2025-07-25 19:36:18.869047,2025-07-27 00:29:30.132506,2025-08-04 03:51:57.549791,2025-08-04 06:56:38.826755000,Medium,0,11.289338272627315,1.8168850584143517,1.2036025863310185,8.140595107465277,0.12825552041666669,E018,E018,Dedicated Contractor,Active,2,0,5.667382061608796,0.75,2.75,2.4347826086956523,2025-07,1.8,8.140595107465277,1.4363942679301933,3.0511182016671503
REQ-10369,Team C,E011,E011,E014,Completed,2024-05-29,2024-05-31 08:54:28.054381,2024-06-03 08:38:23.200124,2024-06-11 12:00:50.617409,2024-06-13 00:00:18.638272500,Low,0,15.000215720746526,2.3711580368171297,2.988832705358796,8.140595107465277,1.4996298711053242,E011,E011,FTE,Active,1,0,8.919905509016203,2.25,3.25,2.9565217391304346,2024-05,1.875,7.933169563703704,0.8893782064938792,6.23298189723262
REQ-10370,Team F,E009,E009,E009,Completed,2024-07-11,2024-07-12 19:36:18.869047,2024-07-13 04:17:51.018074,2024-07-24 02:34:44.327756,2024-07-24 07:22:44.327756000,Medium,0,13.307457497175927,1.8168850584143517,0.36217765077546293,10.928394787986111,0.2,E009,E009,FTE,Active,2,0,10.083046207471064,2.625,4.625,4.391304347826087,2024-07,1.75,8.168770140862268,0.8101490336134325,9.48564065357201
REQ-10371,Team G,E022,E022,E024,Completed,2024-11-03,2024-11-03 23:52:39.776359,2024-11-06 11:00:37.804412,2024-11-08 11:43:43.926025,2024-11-09 18:43:51.365092000,High,1,6.780455614490741,0.9949048189699073,2.4638660654282405,2.029931963113426,1.2917527669791666,E022,E022,FTE,Active,3,4,5.228315591921296,0.375,7.375,7.260869565217392,2024-11,1.45,8.140595107465277,1.557020605267973,6.761799319767666
REQ-10372,Team G,E001,E001,E001,Completed,2025-07-04,2025-07-06 09:00:08.325774,2025-07-10 06:01:40.544049,2025-07-15 14:12:37.644996,2025-07-17 14:59:22.876261000,High,0,13.624570327094908,2.375096363125,3.8760673411458333,5.3409386683680555,2.0324679544560187,E001,E001,FTE,Active,3,0,5.228315591921296,0.375,3.375,3.0869565217391304,2025-07,1.2142857142857142,8.140595107465277,1.557020605267973,2.407448682622805
